알바명,알바설명,지역,지역세부,급여종류,금액,시간,주소
Rio bar,『모던바 주말/평일알바』대명동모던바/분위기좋은bar/투잡/당일지급/단기알바,대구,남구,시급,20000,19:00~03:00,http://www.alba.co.kr/job/Detail.asp?adid=97111152
러쉬BAR [모던바],『모던바 알바급구』√바알바 √당일지급 √단기알바 √정자동bar √출퇴근지원,경기,성남시,시급,35000,20:30~02:30,http://www.alba.co.kr/job/Detail.asp?adid=97111532
리얼 스포츠마사지,+ 강추 +【 동래 1등 센슈얼마사지샵 초보자우대 월수800이상 보장 】,부산,부산진구,일급,250000,15:00~02:00,http://www.alba.co.kr/job/Detail.asp?adid=97067498
백두물류,【대구역-통근버스출발 】【꿀공고+단기알바+】남녀.상.하차/분류알바 대거모집,대구,수성구,일급,160000,19:00~08:00,http://www.alba.co.kr/job/Detail.asp?adid=97059779
대박,시급4만/면접비3만/초보환영/당일페이지급/친구와함께/출퇴근자유,서울,종로구,시급,40000,20:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97068226
발렌시아,1일 단기 알바 및 직원 모집합니다 : ) 시급 3만원 요일 협의 OK,서울,마포구,시급,30000,20:00~02:30,http://www.alba.co.kr/job/Detail.asp?adid=97060083
미스봄(MISS BOM),"【천사여사장님 가게】100%건전, 단기or장기 OK [식비+오피스텔지원가능]",부산,사하구,시급,35000,20:00~03:00,http://www.alba.co.kr/job/Detail.asp?adid=97050000
B.NU 테라피,【서면센슈얼】주야 아로마 마사지관리사 모집/부산 『최고시설』 『최고우대 샵』,부산,부산진구,일급,300000,11:00~04:00,http://www.alba.co.kr/job/Detail.asp?adid=97050142
MAX bar,『모던바/강남bar』분위기좋음/당일지급/당일알바/단기알바/강남역5번출구,서울,강남구,시급,40000,20:00~04:00,http://www.alba.co.kr/job/Detail.asp?adid=96990848
Foryou bar,"『강남역 모던바』단기알바,투잡-출퇴근지원/당일지급/강남바/초보자환영",서울,강남구,시급,45000,19:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=96988679
엑시(XY) 테라피,(서면1등센슈얼) 주야아로마관리사모집/초보자환영/최상퀄리티/최고우대/당일지급,부산,부산진구,월급,5000000,00:00~24:00,http://www.alba.co.kr/job/Detail.asp?adid=96985122
MAX bar,『모던바/강남bar』분위기좋음/당일지급/당일알바/단기알바/강남역5번출구,서울,강남구,시급,40000,20:00~04:00,http://www.alba.co.kr/job/Detail.asp?adid=96990957
THE BAR,【강력추천】출퇴근지원/숙식제공+ 매니져 및 알바 /투잡/ 당일지급,전남,여수시,시급,20000,19:00~02:00,http://www.alba.co.kr/job/Detail.asp?adid=96394797
M bar,"『강남역 5번출구 모던바』당일지급/단기알바+초보,투잡가능/모던bar",서울,강남구,시급,40000,18:00~03:00,http://www.alba.co.kr/job/Detail.asp?adid=96948099
유니클로 코엑스점,[유니클로] 코엑스점 파트타이머 모집 중,서울,강남구,시급,9000,08:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97444860
GS25파주문발점,매장관리  단기 매니저 구함,경기,파주시,시급,8350,24:00~09:00,http://www.alba.co.kr/job/Detail.asp?adid=97386318
플랜에이,착석없는(앉을 의자가없음) 바(bar) 일 할분 오세요,서울,광진구,시급,15000,시간협의1주일이하,http://www.alba.co.kr/job/Detail.asp?adid=97422332
교원웰스 M익산,[정읍/부안]주부에게 딱 알맞은 일자리 교원웰스 매니저 모집,전북,정읍시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97383308
교원웰스 M익산,[군산]주부에게 딱 알맞은 일자리 교원웰스매니저 모집,전북,군산시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97383294
교원웰스 M익산,[익산]주부에게 딱 알맞은 일자리 교원웰스매니저모집,전북,익산시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97383284
주식회사 현대백화점 부산점,[현대백화점 부산점] 설날 명절 단기아르바이트 大모집(1/10~1/24),부산,동구,시급,8590,10:00~19:30,http://www.alba.co.kr/job/Detail.asp?adid=97381818
세븐일레븐 정릉이수점,(단기)세븐일레븐 정릉이수점에서 단기알바 구합니다,서울,성북구,시급,8350,09:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97379266
세븐일레븐 역삼특허점,당일알바 세븐일레븐 고척돔 행사지원 07~16시,서울,구로구,시급,8350,07:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97378565
(주)신세계엘앤비,[신세계L&B] 신세계백화점 경기점 와인판매 알바 모집(월 10~12일근무),경기,용인시,시급,10000,10:30~20:30,http://www.alba.co.kr/job/Detail.asp?adid=97376359
(주)신세계엘앤비,[신세계L&B] 신세계백화점 경기점 와인판매 알바 모집(월 10~12일근무),경기,용인시,시급,10000,10:30~20:30,http://www.alba.co.kr/job/Detail.asp?adid=97376299
(주)신세계엘앤비,[신세계L&B] 신세계백화점 경기점 와인판매 알바 모집(월 10~12일근무),경기,성남시,시급,10000,10:30~20:30,http://www.alba.co.kr/job/Detail.asp?adid=97376242
(주)신세계엘앤비,[신세계L&B] 신세계백화점 경기점 와인판매 알바 모집(10~12일근무),경기,수원시,시급,10000,10:30~20:30,http://www.alba.co.kr/job/Detail.asp?adid=97376219
(주)신세계엘앤비,"[신세계L&B] 이마트에브리데이 음성점 주류진열알바 모집(12/23,5시간)",충북,음성군,시급,10500,09:00~14:00,http://www.alba.co.kr/job/Detail.asp?adid=97376008
현대백화점 미아점,[꿀알바] 현대백화점 미아점 설 행사 단기아르바이트 大모집,서울,성북구,시급,8590,10:00~19:30,http://www.alba.co.kr/job/Detail.asp?adid=97374862
세븐일레븐 신촌명물점,세븐일레븐 신촌명물점 12/22 당일알바구합니다.,서울,서대문구,시급,9000,10:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97373899
(주)신세계엘앤비,[신세계L&B] 트레이더스 스타필드시티부천점 와인판매 STAFF 모집,경기,부천시,시급,11000,11:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97372912
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,광명시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346827
(주)알비트,[방중알바] 어플 운영 보조 (근무기간/시간 조율가능),서울,전체,시급,8350,10:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97362474
교보생명,[단기알바-강의테스터] 신컨텐츠 강의 듣고 리뷰 - 2시간3만원(인증요),서울,강남구,시급,15000,09:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97304341
경성패션,[신길역] 의류판매 시급11.000원 오픈/마감조 단기알바모집 10일간,서울,영등포구,시급,11000,09:50~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97398667
(주)에스탑,"[시급 12,000원]한국가스공사.서울본부 남자 미화 직원 모집",서울,강서구,시급,12000,06:00~15:00,http://www.alba.co.kr/job/Detail.asp?adid=97259919
와이씨 컴퍼니(직영5팀),"홈쇼핑/택배 야간물류센터 상,하차 인원모집 최대15만원 당일지급",서울,구로구,일급,153732,19:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97413217
와이씨 컴퍼니(직영5팀),"홈쇼핑/택배 야간물류센터 상,하차 인원모집 최대15만원 당일지급",서울,동작구,일급,153732,19:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97413212
와이씨 컴퍼니(직영5팀),"홈쇼핑/택배 야간물류센터 상,하차 인원모집 최대15만원 당일지급",경북,구미시,일급,153732,19:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97413204
와이씨 컴퍼니(직영5팀),"홈쇼핑/택배 야간물류센터 상,하차 인원모집 최대15만원 당일지급",대구,중구,일급,153732,19:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97413193
와이씨 컴퍼니(직영5팀),"홈쇼핑/택배 야간물류센터 상,하차 인원모집 최대15만원 당일지급",충남,천안시,일급,153732,19:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97413187
와이씨 컴퍼니(직영5팀),"홈쇼핑/택배 야간물류센터 상,하차 인원모집 최대15만원 당일지급",대전,동구,일급,153732,19:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97413177
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",인천,남동구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346921
[안성쿠팡 E팀],안성쿠팡 E팀 [바로출근][주말] 꿀알바/초보/단순업무/단기/장기/지게차,경기,안성시,일급,86093,16:30~01:30,http://www.alba.co.kr/job/Detail.asp?adid=97411583
모스트피플,"[주말/단기/일90,000원] 이랜드 천안 물류센터 알바 모집",충남,천안시,일급,90000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97413024
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,성남시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346915
케이텍,[급구] [초보가능] 홈플러스(안성빵공장) 구내식당 조리보조 알바모집,경기,안성시,일급,50000,09:00~14:00,http://www.alba.co.kr/job/Detail.asp?adid=97421999
(주)쌍림멀티택,단기 아르바이트 모집합니다,부산,전체,시급,8750,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97415190
New굿모닝,"서울/경기권 집기및 부업하실분 모집합니다(단기,알바 여성분가능)",서울,전체,일급,158000,09:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97420675
양산 쿠팡 센터,"양산쿠팡센터/피킹,포장/하루가능/주말가능",경남,양산시,일급,66800,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97415989
[안성쿠팡 E팀],안성쿠팡 E팀 [바로출근][주말] 꿀알바/초보/단순업무/단기/장기/지게차,경기,수원시,일급,86093,16:30~01:30,http://www.alba.co.kr/job/Detail.asp?adid=97411617
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,노원구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346907
[안성쿠팡 E팀],안성쿠팡 E팀 [바로출근][주말] 꿀알바/초보/단순업무/단기/장기/지게차,경기,오산시,일급,86093,16:30~01:30,http://www.alba.co.kr/job/Detail.asp?adid=97411601
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,마포구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346899
신화이사,사무실이사.기업이사보조인원항시모집75.000원~90.000원  (당일지급),서울,강남구,일급,75000,08:30~06:00,http://www.alba.co.kr/job/Detail.asp?adid=97404077
주식회사 성경,남자일주일알바급구/8시간에7ㅁ나원/목천가기전천안시내근무/테이핑작업/통근버스,충남,천안시,시급,8750,08:30~17:30,http://www.alba.co.kr/job/Detail.asp?adid=97412244
(주)잡파크 / (주)아워홈,[기숙사제공]휘닉스 평창 겨울시즌 아르바이트 모집(홀서빙),전국,전국,시급,9000,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97421600
굿윌아이엔씨(주),[바로출근/주급]쿠팡 지역 물류[울산1] 장기 사원모집,울산,중구,시급,9000,05:00~10:30,http://www.alba.co.kr/job/Detail.asp?adid=97415310
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,시흥시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346893
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,안양시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346887
[안성쿠팡 E팀],안성쿠팡 E팀 [바로출근][주말] 꿀알바/초보/단순업무/단기/장기/지게차,충남,아산시,일급,86093,16:30~01:30,http://www.alba.co.kr/job/Detail.asp?adid=97411629
[안성쿠팡 E팀],안성쿠팡 E팀 [바로출근][주말] 꿀알바/초보/단순업무/단기/장기/지게차,경기,평택시,일급,86093,16:30~01:30,http://www.alba.co.kr/job/Detail.asp?adid=97411569
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,안산시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346882
빵빵 배달대행 동작구 배달,[동작배달] 일15만원 이상 / 동작구 배달대행/월 300~500만원 이상,서울,동작구,일급,150000,11:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97411212
제이에이치씨,건강식품 관련 하루단기알바생 모집,부산,전체,시급,9000,09:00~24:00,http://www.alba.co.kr/job/Detail.asp?adid=97378832
빵빵 배달대행 관악구 배달,[관악배달] 일15만원 이상 / 관악구 배달대행/월 300~500만원 이상,서울,관악구,일급,150000,11:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97411078
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,고양시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346879
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,동작구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410609
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,종로구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410610
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,서대문구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410606
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,동대문구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410605
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,성남시,건별,1300000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410601
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,동작구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410608
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,안양시,건별,1360000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410604
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,동작구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410607
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,군포시,건별,1360000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410612
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,안산시,건별,1360000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410603
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,강서구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410602
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,송파구,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97410611
고기스토아,2020년 설날 단기 아르바이트 모집 합니다.,서울,동작구,시급,10000,08:30~17:30,http://www.alba.co.kr/job/Detail.asp?adid=97410240
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,관악구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346870
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,강서구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346863
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,부천시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346858
모스트피플,[14일-15일/주말/단기/일9만원] 이랜드 천안 물류센터 알바 모집,충남,천안시,일급,90000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97417683
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,수원시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346850
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",인천,부평구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346835
잡크래커,"12/20-1/3,평일알바]을지로입구역 사무 잡무 및 보조알바 모집",서울,중구,일급,76800,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97411591
공부의기적입시학원,단기 업무보조 아르바이생 모집,경기,고양시,시급,8350,14:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97436253
마인,이충동 전단지 알바 구함,경기,평택시,시급,8350,15:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97436175
잠언코스메틱,(급구)전단배포,경기,화성시,시급,10000,10:00~02:00,http://www.alba.co.kr/job/Detail.asp?adid=97436138
투루비옹,[시급만원][오후알바] 이탈리안 레스토랑에서 직원을 모집합니다.,경기,용인시,시급,10000,17:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97435673
드리머,(급구) 12월22일 부산 수영역인근 00마트내 단순매대작업 남자알바구인,부산,전체,일급,60000,09:30~14:30,http://www.alba.co.kr/job/Detail.asp?adid=97435513
키친6테이블,물금읍에 위치한 키친6테이블에서 21-22일 주말 단기알바 모집합니다.,경남,양산시,시급,8350,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97435498
(주)후니드 / 미디어제작센터,SBS스포츠 프로배구(천안) 중계보조스탭 모집(초보가능),충남,천안시,일급,62000,09:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97435487
TGIF 김해아울렛점,"TGIF 단기알바모집 12월 24,25,31,1월1일(주방) -미성년자근무x",경남,전체,시급,10000,12:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97435279
(주)다겟,(주)다겟 롯데백화점 창원점  인더슈매장에서 기간제직원모십니다.,경남,창원시,일급,80000,10:30~20:30,http://www.alba.co.kr/job/Detail.asp?adid=97435157
세븐일레븐 영종도풍림점,단기 야간 알바구합니다,인천,중구,시급,8500,22:00~07:00,http://www.alba.co.kr/job/Detail.asp?adid=97365299
자산마차,.주말. 식당 서빙 및 주방 보조 (초보자도 환영합니다.),전남,여수시,시급,9000,19:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97435133
(주)도레도레,디저트카페 DOREDORE 신세계김해점 크리스마스 단기알바 채용,경남,김해시,시급,8590,14:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97435030
이세연한의원,한의원 간호조무사님을 구합니다.(12월 16일 월요일 아르바이트),서울,서대문구,시급,8400,09:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97434941
하남홍보관(JW기획),하남 미사 단기 행사 내부스텝 모집합니다 꿀알바예용,경기,하남시,일급,75000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97434936
카리브,"레스토랑 홀서빙, 주방보조 알바 구함(급구)",인천,부평구,시급,8500,17:30~22:30,http://www.alba.co.kr/job/Detail.asp?adid=97434825
주식회사 비에스솔루션,"(주급/장단기/통근버스) 나이키물류센터 장/단기 피킹, 분류사원 모집",경기,오산시,일급,127575,08:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97401046
CJ물류 시화센터,"(일급/익일지급)물류센터 입고, 하역 장단기 아르바이트 모집",경기,시흥시,일급,100000,07:00~13:00,http://www.alba.co.kr/job/Detail.asp?adid=97401020
CJ물류 시화센터,"(일급/익일지급)물류센터 입고, 하역 장단기 아르바이트 모집",경기,안산시,일급,100000,07:00~13:00,http://www.alba.co.kr/job/Detail.asp?adid=97401019
CJ물류 시화센터,"(일급/익일지급)물류센터 입고, 하역 장단기 아르바이트 모집",인천,남동구,일급,100000,07:00~13:00,http://www.alba.co.kr/job/Detail.asp?adid=97401021
클린홈매니아,입주청소/이사청소/ 간단 서랍장 닦기 하루3~4시간 교통비지급평택권위,경기,평택시,시급,10000,12:00~04:00,http://www.alba.co.kr/job/Detail.asp?adid=97434735
CU 동탄캐슬점,"단기알바 채용(12월 27,30,31 / 1월 2일,3일) 아침 6시~2시",경기,화성시,시급,8350,06:00~14:00,http://www.alba.co.kr/job/Detail.asp?adid=97363926
뚝방국수,홀서빙 16일부터 7일간 단기 알바 및 직원 구함,전남,담양군,일급,90000,10:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97434679
(주)엘엔케이,[일급 7만원] [단기 알바] 잠실 롯데백화점 해외 샴푸 판매,서울,송파구,일급,70000,10:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97419077
파란경호,시급최강 꿀알바 김포 프리미엄아울렛 단기 매장보안 모집합니다.,경기,김포시,일급,90000,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97418097
센츄리플랜트,단순 하역작업,서울,강남구,시급,20000,12:30~13:30,http://www.alba.co.kr/job/Detail.asp?adid=97434043
주식회사 플러그,대전 갤러리아 백화점 타임월드점 주얼리 브랜드 행사 직원 구합니다.,대전,서구,시급,8350,10:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97434030
세븐일레븐 하남신장사거리점,직영)세븐일레븐 하남신장사거리점 평일 저녁근무 구인,경기,하남시,시급,8350,19:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97361664
제이에이치커뮤니케이션,크리스마스 완구시연행사 이마트 양산점 12/21 23 24 25,경남,양산시,일급,73000,13:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97433706
영대갈비,김포시청역 인근 아파트  전단지 배포알바 구합니다,경기,김포시,시급,9000,17:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97433637
알루메,레스토랑 알바,서울,송파구,시급,10000,11:30~21:30,http://www.alba.co.kr/job/Detail.asp?adid=97433485
소리샘음악교습소,학원 홍보 대행 [ 알바 ],서울,서초구,시급,10000,12:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97433326
동광상사,칠곡 캘러웨이 골프 의류점 주 3일 알바 구함.,대구,북구,시급,8350,10:20~21:20,http://www.alba.co.kr/job/Detail.asp?adid=97433028
디모멘트,12월 24일~26일 신촌역 주얼리 판매 단기 아르바이트 모집,서울,중랑구,일급,61000,14:30~21:30,http://www.alba.co.kr/job/Detail.asp?adid=97433017
월드브릿지,사무실이사 하루 아르바이트 모집,서울,전체,일급,78000,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97432831
비갤러리,비갤러리에서 가족같이 근무하실 직원 및 아르바이트생을 모집합니다.,경북,안동시,시급,13000,21:00~02:00,http://www.alba.co.kr/job/Detail.asp?adid=97432801
에이프릴 필라테스 신림점,신림역 전단 배포 아르바이트 구인,서울,관악구,시급,8600,01:00~00:00,http://www.alba.co.kr/job/Detail.asp?adid=97432799
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,강남구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346874
루틴,【금토】 주말 『선택』 대학생/직장인 【투잡/방학】 안전한알바,대구,중구,일급,180000,20:00~02:00,http://www.alba.co.kr/job/Detail.asp?adid=97394779
아이디헤어은평뉴타운점,남자 투블럭 커트 모델 급구,서울,전체,시급,8888,20:30~21:30,http://www.alba.co.kr/job/Detail.asp?adid=97432634
더원프로모션,홈플러스 청주점 시식 알바 지원하세요.(보건증 소지자),충북,청주시,일급,70000,13:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97432539
아이디헤어위례중앙타워1관,커트모델 모집 문자문의바랍니다,경기,전체,일급,30000,13:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97432510
아트인,당일지급] 일산 킨텍스 '서울우유 기업행사' 무대보조알바 시급1만원+택시비,경기,고양시,시급,10000,23:00~11:00,http://www.alba.co.kr/job/Detail.asp?adid=97431554
(주)프리마베라,[급구-시급1만원] 롯데백화점 명절선물세트 판매 직원 모집,서울,전체,시급,10000,10:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97431532
(주)다이에나롤랑,[시급10000원]개봉역 역사안 단기판매직(12월19일부터12월25일),서울,구로구,시급,10000,12:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97431348
분당21세기의원,분당21세기의원 오전 아르바이트 모집합니다,경기,성남시,시급,8350,09:00~13:00,http://www.alba.co.kr/job/Detail.asp?adid=97431182
여장군 영등포역점,여장군 영등포역점 홀써빙 알바구합니다,서울,영등포구,시급,9000,16:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97430785
아이디헤어,롱 레이어드 커트 모델,경기,고양시,시급,10000,01:00~04:00,http://www.alba.co.kr/job/Detail.asp?adid=97430186
마카롱작업실,주말 전단지 알바 구합니다,경기,남양주시,시급,8500,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97430180
(주)지에스리테일,랄라블라 수원AK점 21~25일 크리스마스 단기 향수판매 부담당 구인,경기,수원시,시급,10020,12:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97351455
사)한국애견연맹,2019 코리아 프리미어 도그쇼 접수처 아르바이트(영어 가능자+미화),경기,고양시,일급,100000,08:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97429560
COUPANG FLEX,쿠팡플렉스/ 초보가능/ 자율근무/ 단기알바/ 야간알바/ 주말/ 평일,서울,강남구,시급,18000,00:00~24:00,http://www.alba.co.kr/job/Detail.asp?adid=97230003
DB손해보험 전주 사업단,일급7만원 / 1일(3시간)단기 / 보장분석 일일 설문조사원 모 [전주지역],전북,전주시,일급,70000,09:00~12:00,http://www.alba.co.kr/job/Detail.asp?adid=96929925
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,구리시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346808
사단법인 지능정보산업협회,[꿀알바] 평창 휘닉스파크 세미나 진행요원 3명,강원,평창군,일급,80000,09:30~04:30,http://www.alba.co.kr/job/Detail.asp?adid=97392803
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",경기,용인시,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346798
믿음목조주택,12월14일15일 대청역 부근 행사 스텝,서울,강남구,일급,85000,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97423899
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,중구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346780
GS수퍼 암사캐슬점,"[일8만/13일,14일 2일] GS수퍼 대방점 너비아니 시식도우미 구인",서울,강동구,일급,80160,12:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97389544
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,강동구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346773
에스,모던barㅡ초보환영/투잡/당일지급/퇴근지원,서울,강남구,일급,240000,20:30~03:30,http://www.alba.co.kr/job/Detail.asp?adid=97392431
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,양천구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346766
